session_id,listened_artists
93979,5017535
126499,34813673
141008,9464
147828,55838
147829,439
152809,5947
163009,39746031
174488,10168
189088,5054871
191259,24030325
193578,9928600
196238,8280
257589,5082643
270278,17532030
279319,278
279429,11629199
307629,17968559
311309,234878
334028,7915
334038,7915
381748,3930
389068,11996048
398438,36096630
403668,37727552
428798,2162722
432199,207984
479239,234878
498078,36420141
502288,45702
512438,36634846
516689,459
562789,17978
567179,14080913
569649,10921
585269,43934
619298,29837638
643859,"7415206,21808338"
645069,40
672039,"40549178,0"
673229,11096117
675329,35998071
698878,23724921
699318,1337
709539,41971201
709609,41971201
710088,41994961
44169,18899488
73028,699441
84289,36226232
87518,18392
93939,5017535
103309,45702
103639,3720658
106858,742284
109489,7322
144099,26830667
147359,5301
147548,12719146
180698,9999302
190549,2522552
191229,24030325
191328,24030325
191469,24030325
192168,3905095
200499,35068328
219789,7332
236118,20325
238178,31699523
252708,859
269819,18577634
271809,54794
274098,41821
275509,30863674
291078,31213
308688,490191
314428,209925
352329,8042622
354699,325977
372188,4330967
381769,3930
398218,44233
408918,9188
409769,34182828
415948,6140
418429,35491
420389,82
434718,15035928
483488,5301
490869,27058172
502099,74
502168,9680
524788,63220
525159,4191
623919,439
640008,3888633
649788,33722188
652189,8443667
667348,40569648
700069,31213
705599,37929963
708808,17812660
709468,41971201
709679,41971201
714229,42303672
714838,37629957
3889,46394
31309,2028
47368,221
47989,713
80349,22090147
87489,18392
93648,1011493
108839,32667009
119169,27058172
133188,463097
159848,6655
175299,8254485
189368,127
190578,2522552
193468,9928600
198009,187255
219839,11893421
238368,10939
251209,"41821,198117"
267779,1218584
277088,530457
281508,"4261,4191"
296289,3076656
302769,9713866
309069,"2403421,21023"
342598,6721878
348918,23724914
379889,297472
391009,25360893
393689,278
407369,2403421
407939,33807
435238,54519
437098,6654
443868,274565
452378,16513708
454718,30183060
475128,41821
517198,49897
522448,9510
524699,2402656
537938,13703464
543029,45702
560299,1019800
562859,207984
565218,40703
582918,5454671
613648,19906559
619129,29837638
657019,41821
667558,36857846
681158,5303
681469,38511655
709448,41971201
710039,41994961
714549,41290862
714778,49335
5198,38
87499,18392
93108,39314073
105409,296535
106328,43096166
109159,49335
117429,30183060
133319,18582303
136398,234878
145319,12264
146139,2831563
157839,5054871
159509,26407
168028,27470931
181628,5054871
188918,5872451
193518,9928600
200888,6848775
222969,11388445
230268,29429
237639,47727
238749,234878
243019,5303
276199,6076623
280018,49897
290799,74
292218,410233
302658,9713866
343809,16813
349289,199145
355299,44233
362188,2793018
392048,30183060
396929,16813
404578,5597
407368,2403421
414908,12299828
420518,12299828
422178,48143
423058,30863674
431928,10077
433708,4321803
441579,325977
443429,27754874
444869,"1542,5750"
468719,25391
469459,4330967
480349,2793292
538039,9704
561039,57297
565219,40703
620828,"20666344,0"
621718,15279
641528,994
645979,28629233
657329,19723514
673259,11096117
676858,16685032
677678,40080
708698,33079
709289,41971201
709708,41971201
712869,6655
2468,36799142
5548,2171736
72458,4330967
94139,5017535
104019,8254485
105298,22704276
126059,23724921
152249,5824
158919,2381998
170518,32713463
191719,1011712
193149,45702
200488,35068328
214538,4988942
216088,22036
232648,40
249879,3192787
254818,11150550
279518,1
302768,9713866
342058,40703
355489,4597715
364039,5461
375419,10
379729,297472
391368,2
417219,29663
424459,199165
433138,40703
441089,32204400
462818,307897
480519,439
505019,82
508929,41821
512498,2487434
523918,2295812
537998,13703464
541678,49897
544569,51937
556969,55838
558459,10993995
563739,935656
585408,2158293
586499,11996048
598469,25620
604198,18360533
620439,19613374
654088,19723514
674549,30183060
679598,36957772
689699,38511655
702808,40633815
709149,33079
113288,53604
120818,9412505
164728,2424531
170388,32713463
170469,32713463
188439,16685032
189259,"2578468,0"
191339,24030325
199468,1037496
207538,26407
212409,1538
217889,234896
261458,27173
273518,11493889
274058,13667
312639,30420457
334099,7915
337199,10
344428,33071123
370988,40154579
371679,460
376818,50754
384358,11198212
386468,16813
443418,27754874
456639,34468952
460899,31213
466049,26671718
480299,12984072
483778,463097
502959,6934990
504999,4667057
512648,13540643
519078,5267
523919,2295812
535968,458273
576458,439
584939,16513708
587488,6655
591708,439
593049,"0,16704867"
602669,274565
646339,19723514
660649,346
670149,23284261
672149,40549178
689488,38849208
707009,35441396
709258,41971201
709469,41971201
26298,34756962
38069,752759
60038,829802
100829,21130714
100899,186095
156219,1271854
184058,2959458
184329,"16685032,0"
193519,9928600
196108,12775804
200489,35068328
235868,13703464
268759,2131
290348,16005571
295439,19064964
307618,9841547
343638,57482
348108,16246023
353669,4062
362898,36459028
379859,297472
398439,36096630
407329,2403421
407938,33807
417259,11162738
421818,1729
438328,32953448
438329,32953448
446219,35491
454188,6650
493889,34705249
525719,22036
537949,21722331
569969,24877
592018,26407
598279,12719146
604958,40782156
621499,29326
629119,25391
638568,36799142
651799,994
664458,41850592
664838,41850592
675089,2578468
709478,41971201
709688,41971201
710648,11754094
712839,16685032
712938,41918671
3529,501333
69408,15886546
71318,1337
87339,18392
97418,910
115008,31063
152188,5824
152299,5824
169899,35723
172599,859
188428,16685032
191239,24030325
195209,20053025
235859,13703464
288848,25620
295089,31213
320939,"0,29286161"
338738,45702
340989,8631
345949,15269169
348519,32713463
364718,2144836
378678,37097
402318,39230380
417098,6140
417909,234878
421329,28146812
428268,5309
436699,531096
436888,29702
443109,49526
443298,187255
445369,1013803
479238,20323
535429,407071
535448,407071
536888,9680
546978,30737821
572609,2246889
596628,25055540
598729,8143856
602778,2246889
609418,11818
620048,29837638
620359,29837638
636149,41821
646468,19723514
651809,32329310
660589,7713
671949,36799142
681688,11096117
705169,18727782
709048,17812660
709379,41971201
709709,41971201
4539,458273
41599,25232729
53138,186383
69378,17677474
87248,18392
93608,1011493
98939,19723514
99678,9420
104178,45702
132239,55314
143419,285360
155969,458273
161659,618702
161919,962734
161938,962734
166279,9680
170228,32713463
170318,32713463
170329,32713463
174609,41821
183408,7772989
191158,24030325
210989,16146804
260609,152
278069,18991753
303958,1011712
311329,234878
312659,30420457
326338,16246023
331858,5768984
348539,32713463
358248,6443
381689,3930
386228,3083
399658,4595
405879,11996048
420378,16081
437018,6197
463379,9417
465968,2424531
476589,29702
481349,2698371
561009,23180899
649428,5306
654098,19723514
659148,16685032
662529,41850372
669278,285360
681698,11096117
709818,41971201
709919,41971201
714829,37629957
3639,14224875
10448,8842641
29289,3943
62638,761090
70829,17675559
84268,14595875
99128,16704867
100938,2522552
101119,9754069
106918,1011712
106958,1011712
115608,15288
133979,45137
142138,10845
150848,1065246
166548,32204400
179089,35491
185008,4330967
191319,24030325
191459,24030325
204659,23456539
238039,39746031
243338,3045387
253048,11893421
271499,5176298
271989,347
336619,13667
343309,2793292
349068,12327310
367849,15183927
379738,297472
381809,3930
389608,35723
396968,9711459
400449,39519283
417239,11162738
476219,208141
504938,6848775
517059,15928666
551179,199064
555509,5461
582138,41821
583079,11218631
598999,5306
601139,55828
625679,82
649999,33722188
664448,41850592
708709,17812660
709648,41971201
709808,41971201
710148,41994961
712168,31213
714348,37629957
2329,11754094
80209,5046587
86569,7860
104209,41821
104279,463097
109398,39746031
122808,46017
128419,9510
153429,5904073
155278,31213
168588,5252113
170409,32713463
170559,32713463
189379,40080
250399,55314
256649,31213
268958,25812671
273608,16685032
286899,2813325
296928,38856163
311159,30562
312988,8169144
326339,16246023
364538,209925
367408,11385265
374118,12269354
394369,20325
396269,2424531
425078,34651954
456738,467924
458439,19723507
460848,3477501
481258,909
486779,16685032
512469,"234878,9635351"
513369,21982
524818,5967
543158,31465090
548589,910
569648,10921
582119,41821
590259,199145
620039,29837638
620889,31213
628069,2521848
643799,"7415206,21808338"
647119,19866578
647519,19428161
667608,36857846
672109,40549178
681489,38511655
689669,38511655
700728,3651712
708918,17812660
709839,41971201
33349,25232729
58628,7397595
86688,5768984
129689,3132
145328,12264
165029,26493088
168539,3222118
170218,32713463
170449,32713463
170618,32713463
175288,8254485
186569,20783739
190588,2522552
193418,9928600
209469,16246023
209619,3089
254759,30564
256689,18598943
288598,8232532
291708,19298235
302688,9713866
312098,5046581
317849,3353231
330318,962734
470928,21335
475788,30183060
502618,5603802
506519,39746031
510978,2424531
514349,8042622
521538,1034484
524949,41821
562088,9420
566429,16544
586688,19079647
594119,27984769
595489,1001751
616069,8703
619599,29837638
622648,19906559
622649,"0,19906559"
644028,"24373201,28563611"
653629,19794734
673219,38511655
677548,"0,17796572"
681529,11096117
699008,695268
708889,17812660
714469,41290862
6548,332
48989,3222118
54959,830594
61719,15
86689,5768984
87459,18392
106908,1011712
115628,58802
117249,30183060
123769,49897
126219,37097
153779,30282
165078,39032355
168578,962734
191358,24030325
191418,24030325
191668,1011712
200838,16513708
207278,44233
208779,13667
209078,2578468
211739,7713
242159,25425118
249778,6655
274109,41821
287169,325977
302608,9713866
317529,31603
331579,11385265
338918,11818
354858,5089437
390989,25360893
396049,44233
420569,18899488
431029,10219774
442199,2831563
443878,20681485
474499,6144
484218,40
500648,50754
513669,12673
527598,633
537959,21722331
560709,"13480631,0"
582118,198117
586539,11996048
591928,10993995
619808,29837638
637248,275327
660899,41821
663758,1
664639,41850592
665239,74
680228,41918671
689478,38849208
689568,37149098
699808,5301
709248,41971201
709339,41971201
710619,11754094
2369,4179598
13618,7864
70009,208141
74039,221
93989,5017535
101158,9754069
101159,9754069
106919,1011712
152538,4988942
153689,6197
166688,6406
170238,32713463
170638,32713463
177518,38885066
188239,3009691
188249,3009691
191348,24030325
193398,9928600
193589,9928600
205969,74
272708,1001751
276848,14
282778,58176
299219,17398157
303449,11150550
318538,213526
319389,8280
333979,7915
341909,154
351239,18158
377838,33071123
381778,3930
398609,5824
408769,41391006
418119,18158
450849,347
546989,30737821
565868,336864
587239,23724921
619669,19613374
620238,29837638
645328,28146812
667149,2682488
672819,38511655
673358,11096117
673528,"55314,3737027"
689459,38849208
698858,4771558
705859,6908279
11919,23166419
71739,823841
86588,7860
86709,5768984
100779,186095
129939,28117102
135208,2578468
139538,962734
145348,12264
159279,43930
162419,11996048
169258,25984317
183398,7772989
185349,41391006
186478,17069406
195269,20053025
208629,12750118
214389,30795
220779,6202
229859,35723
276509,11996048
291088,31213
296268,3076656
307248,44103
317748,4434
325349,17889740
334009,7915
380579,2424531
387739,522669
410539,297472
412598,7245240
443428,27754874
450688,41821
509948,2793292
516318,27482
542128,40703
561779,316
580158,10914
585699,10671046
590179,1
593318,29522
597319,52162
606159,297472
619018,19613374
619969,29837638
664429,41850592
681579,11096117
689389,38849208
689539,13779962
700329,4339365
708829,17812660
710138,41994961
75169,22150528
86699,5768984
93659,32329322
114549,27869226
117209,30183060
117438,30183060
130589,6167944
133129,45702
140459,49335
145289,12264
152818,39769
161828,45933
161959,9587780
171278,2693046
191189,24030325
191289,24030325
196369,54657
200008,945
202248,30183060
232868,11603047
252889,191593
280349,11041
282029,6443
288248,34879334
300769,25055540
314439,209925
318959,6848775
325608,19996490
341248,16143421
348418,2403421
362198,29333
365828,31213
370969,40154579
371428,18949176
384209,3117
389588,35723
396978,40308545
402858,18360533
406019,49897
407959,33807
412299,5301
443348,27754874
466258,297472
472338,1357924
509098,13667
511059,2578468
512468,2402656
530469,2424531
551408,285360
561019,21493
562848,20737189
582128,41821
586478,11996048
600018,7941
611389,55097
616329,224
627648,8042622
699258,643437
709529,41971201
709918,41971201
712908,41918671
714519,41290862
41669,11629199
93649,1011493
103908,18946231
110439,2314
110788,6655
143769,21452
155338,5054871
184749,15061864
189268,2578468
196958,299065
221718,5301
262818,297472
262928,25620
292119,38
296178,28146812
317518,191593
318098,21479
321448,4147
325048,45996
336848,6655
348538,32713463
362689,35717
362909,28146812
381819,3930
382999,9602
404998,9417
421758,38687504
440379,13667
452738,44544
461838,297472
463749,7306
474179,36424797
483748,207984
486798,16685032
505608,5306
512399,472352
518368,4339365
544879,4597715
567709,9188
579179,2793292
580859,32713463
585418,2158293
593048,"0,16704867"
619329,19613374
620528,29837638
659178,16685032
667349,40569648
667579,36857846
700899,531096
708758,17812660
709368,41971201
709828,41971201
4439,6144
67808,8735488
104048,33807
107089,6196
117398,30183060
127999,6655
143848,849
144848,16813
146319,25525800
149839,4505051
155288,22168282
172229,49897
222139,40910444
266339,38818318
276519,11996048
295639,"25620,36424797"
363989,6783420
364868,40268041
386769,17022866
390979,25360893
408738,17519966
420429,82
431028,10219774
438518,4330967
441568,828179
456638,34321120
476008,44233
478929,4330967
495178,722835
497039,2424531
512488,31297223
530029,8280
549058,4657810
582089,198117
587218,23724921
593019,9371731
599419,30183060
611349,55097
618519,5283
649639,21989885
678358,19723514
689729,38511655
708718,17812660
778,6331422
26669,7500551
58499,752759
72098,4330967
72859,18198447
87199,18392
87618,18392
99648,297472
117408,30183060
167188,16513708
188418,16685032
191258,24030325
203049,5301
203768,26514741
209848,11218631
224149,19723514
228989,37097
234599,27758995
258739,5461
263038,16765543
281119,57432
318168,13667
326549,5122492
344398,33071123
389088,11996048
394668,9510
412058,30183060
429159,54536
435619,186075
462788,9680
463028,11996048
473469,7768898
486339,8689490
524988,41821
531708,4186
547698,28151
549559,3168741
564789,62476
578458,40080
582209,41821
619829,19613374
622059,7941
624619,2920343
631808,28563611
641978,183817
660588,9420
667199,289203
667599,36857846
673238,11096117
673269,11096117
676358,40782156
709548,41971201
712388,186095
3979,186095
102789,5824
117278,30183060
117308,30183060
131978,28629233
142199,16146804
152088,38818318
170648,32713463
173139,16246212
176018,6655
184009,52634
189678,9669
190599,2522552
194158,13288414
194978,3282271
232528,207063
266889,962734
313059,18566113
323559,1149048
348719,32713463
348919,23724914
355209,5911449
364258,571
389589,35723
413929,11139558
442209,2831563
444038,"27173,25055540"
446758,25620
496538,3205371
501758,12804943
514189,45514
555478,1535
557399,18899488
577959,41595877
619989,19613374
622679,"19906559,0"
636198,6406
638569,36799142
639959,19178
650398,32231844
662528,41850372
672988,11096117
673208,38511655
673289,11096117
709409,41971201
709938,41971201
714369,37629957
11839,186383
18668,15362983
36128,7955
86589,7860
94069,5017535
104609,16146804
110738,30183060
120149,36923884
133259,1357924
147079,16246023
171869,7322
173328,32204400
182529,28146812
188248,3009691
191209,24030325
206489,5054871
211859,10939
218149,1191
236038,4048853
242189,11781429
255658,32450865
260178,31699446
332888,32642
333828,10601
365699,11893421
379869,297472
407328,2403421
412018,30863674
414879,930145
417699,39792170
428329,9418
447008,55314
450389,631761
457958,2993763
479428,32733
502868,1034484
549589,4330967
555058,234896
564488,1524
570198,35249881
613659,19906559
619248,29837638
621668,40268041
640468,"199064,6142842"
672399,5461
673248,38511655
709598,41971201
709659,41971201
709749,41971201
710208,4988942
1169,21968385
18918,24417010
28648,4330967
63198,1369257
84008,11162738
103849,1013803
104018,8254485
115468,40703
152029,5556
158008,297472
165419,297472
179359,1271854
181059,47494
216089,22036
226748,16246023
230149,27714934
232699,15035928
253288,41875338
260619,"0,35757438"
271109,28
271399,6977579
271759,34182828
276458,4771558
282909,30562
303948,1011712
311998,10616389
343979,27805747
344438,33071123
357138,1357924
357848,41136377
399488,17536691
407409,31569123
407979,33807
419559,52162
503559,18899488
529779,10168
537559,3651712
547668,16621
549819,65
578879,127
582088,41821
582108,41821
636698,11809176
649758,33722188
651388,20325
651808,32329310
661398,9559782
667598,36857846
673178,38511655
681638,11096117
708759,17812660
709869,41971201
714419,41290862
714748,794177
4948,830153
7579,22374
36409,4849824
84309,36226232
86579,34099557
126039,23724921
129618,9754069
146929,4988942
164468,22644533
191168,24030325
223568,40662216
225469,8082400
226259,36263775
254768,30564
258979,5461
268279,35723
281798,18949176
332919,28146812
348729,32713463
379788,297472
381719,3930
397808,962734
407949,33807
423318,49897
432299,4532020
434958,20325
443339,27754874
448848,2424531
450388,631761
470379,1538
474348,23222504
495299,30960
498708,234896
540099,55097
576308,5301
619028,29837638
624158,25360893
646299,20325
662078,36512312
673249,38511655
673279,11096117
676988,1
678349,19723514
678999,9420
709278,41971201
714349,37629957
714578,41290862
2299,38
26049,3282271
27918,5045691
68499,4339365
77189,1000
77699,27717555
101099,9754069
118218,47727
119558,24877
136569,19428615
138029,45702
138719,28775
143369,11996048
150329,2857613
154499,316
189709,45702
191238,24030325
198939,34002451
207398,22704276
223668,31213
227829,188539
255708,9371731
262358,29437420
310789,234878
312648,30420457
315148,843455
331578,11385265
344379,33071123
348058,2698371
348598,32713463
366698,32713463
367749,2920343
410748,2578468
415659,467936
438628,23724921
445259,10048863
448878,15851324
457158,3192671
478619,54489
493568,13690991
509198,10914061
512869,18531301
518059,9510
530519,27173
536178,19723514
564779,5301
580868,32713463
587228,23724921
670728,5054871
671869,36799142
672338,20928864
681148,234878
689418,38849208
709498,41971201
709638,41971201
709639,41971201
5848,1
18158,4330967
57729,831386
58109,699441
87218,18392
89448,1122
101168,9754069
112858,10671046
115108,5355
132168,234896
142128,10845
148849,25620
156109,30562
162969,207984
170209,32713463
193499,9928600
195229,20053025
197679,55854
236108,6655
308669,490191
323039,5375391
332148,7332
333609,439
381738,3930
391129,8443667
442218,2831563
461098,2693046
507098,41821
508688,6848775
527579,5768984
530298,21982
554998,18
569958,24877
576589,531096
577438,3107639
583118,9613020
583199,4172
585399,2158293
596028,14
596078,40549094
613029,25620
620419,29837638
620848,"0,20666344"
628068,2521848
628948,49897
639279,13050219
646128,12327310
672008,"40549178,0"
681649,11096117
689409,38849208
709658,41971201
709908,41971201
16239,22320
24108,5355
27088,24417010
61038,27537
73658,4190
98938,19723514
106939,1011712
109668,234896
128919,45702
135148,9221094
144098,19723514
144989,27747664
147069,16246023
149619,18899488
149859,8254485
150328,16246212
170389,32713463
175059,10048863
190548,2522552
193408,9928600
194079,5301
219969,17597576
231849,297472
241578,531096
263709,16685032
278199,631761
287599,8042622
294678,19936728
308028,1541
352988,2424531
368399,42188337
380379,25425118
394119,16513708
418409,35723
468698,50519
477319,407071
480159,5303
485049,10760807
526629,27487203
535338,4330967
548888,19766999
619568,29837638
646939,19428161
659209,2246889
664278,22244873
673189,38511655
674379,49897
689449,38849208
703149,16813
707008,35441396
709569,41971201
709819,41971201
709929,41971201
710069,41994961
76739,208141
93138,40748568
133019,196178
142818,7816020
152268,5824
157998,32204400
158139,32667009
170269,32713463
170489,32713463
178659,31760684
193508,9928600
227618,12719146
228189,30282
288819,6124787
303949,186095
307718,4988942
352259,9707
380828,7731186
381808,3930
381829,3930
382958,9680
407348,2403421
427849,30183060
446209,35491
447369,13742489
463038,11996048
479299,38
485909,16246023
511489,43723
519979,308
532819,1935
536899,9680
570969,6443
587279,23724921
597309,463097
598359,746007
619149,29837638
620099,19613374
622638,19906559
627588,8007962
636448,12327310
639409,11146615
643138,"24373201,28563611"
643918,"39713787,7415206"
649628,21989885
672829,38511655
681659,11096117
689679,38511655
696848,2578468
708769,17812660
709829,41971201
63139,1369257
70288,31705044
100788,186095
109449,3905095
109479,7322
118548,45702
119288,58176
151388,2516917
170528,32713463
191679,1011712
200478,35068328
203749,32713463
244468,41046333
246309,8178912
275338,28629233
290359,16005571
308678,490191
320398,6721878
321909,199145
334078,7915
350418,31213
387028,27941279
407948,33807
420139,5301
429889,43629
434969,24877
457809,8280
473608,45692
474379,332
